ch01_191|irregularly|ɪˈreɡjələli|adv. 不规则地；不合常规地|The patient is breathing irregularly.|[sound:ch01_191_irregularly.mp3]
ch01_192|inappropriate|ˌɪnəˈprəʊpriət|adj. 不合适的|Your bright red coat would be quite inappropriate for a funeral.|[sound:ch01_192_inappropriate.mp3]
ch01_193|abnormal|æbˈnɔːm(ə)l|adj. 不正常的，反常的；变态的|El Niño will result in the abnormal weather.|[sound:ch01_193_abnormal.mp3]
ch01_194|sediment|ˈsedɪmənt|n. 沉淀物；沉积物|The sediment of coffee will settle.|[sound:ch01_194_sediment.mp3]
ch01_195|silt|sɪlt|n. 淤泥，泥沙 v.（使）淤塞|River sediments gradually silted up the harbour.|[sound:ch01_195_silt.mp3]
ch01_196|muddy|ˈmʌdi|adj. 泥泞的；浑浊的|We left the car and struck out along the muddy track.|[sound:ch01_196_muddy.mp3]
ch01_197|clay|kleɪ|n. 黏土，陶土|Bricks and dishes are made from various kinds of clay.|[sound:ch01_197_clay.mp3]
ch01_198|dirt|dɜːt|n. 污垢，灰尘；［尤美］泥土|The children were outside, playing happily in the dirt.|[sound:ch01_198_dirt.mp3]
ch01_199|sunrise|ˈsʌnraɪz|n. 日出|The beauty of the sunrise is beyond description.|[sound:ch01_199_sunrise.mp3]
ch01_200|sunset|ˈsʌnset|n. 日落|By sunset we had covered thirty miles.|[sound:ch01_200_sunset.mp3]
ch01_201|eclipse|ɪˈklɪps|n. 日食；月食|It will take about an hour to reach full eclipse stage.|[sound:ch01_201_eclipse.mp3]
ch01_202|dusk|dʌsk|n. 黄昏，傍晚|The street lights go on at dusk.|[sound:ch01_202_dusk.mp3]
ch01_203|heaven|ˈhevn|n. 天堂；极乐（之地）；[the ~s] 天空|Our week on the tropical island was heaven.|[sound:ch01_203_heaven.mp3]
ch01_204|paradise|ˈpærədaɪs|n. 天堂；乐园，福地|This club is a sportsman’s paradise.|[sound:ch01_204_paradise.mp3]
ch01_205|sunshine|ˈsʌnʃaɪn|n. 阳光，日光|I was sitting in the garden, enjoying the sunshine.|[sound:ch01_205_sunshine.mp3]
ch01_206|shade|ʃeɪd|n. 阴影部分；背阴处 v. 给……遮挡（光线）|He tried to shade his house with thick trees.|[sound:ch01_206_shade.mp3]
ch01_207|shadow|ˈʃædəʊ|n. 影子，阴影|The willow’s shadow falls on the lake.|[sound:ch01_207_shadow.mp3]
ch01_208|vapour|ˈveɪpə(r)|n. 蒸气；水汽|When water changes to water vapour, we say it evaporates.|[sound:ch01_208_vapour.mp3]
ch01_209|evaporate|ɪˈvæpəreɪt|v.（使）蒸发；消失|The pool of water on the playground evaporated in the sun.|[sound:ch01_209_evaporate.mp3]
ch01_210|circulate|ˈsɜːkjəleɪt|v.（使）循环，（使）流通；（信息等）传播|Circulating blood helps transfer the body heat out to the air.|[sound:ch01_210_circulate.mp3]
ch01_211|precipitate|prɪˈsɪpɪteɪt|v.（水汽等）凝结；沉淀|Clouds usually precipitate as rain or snow.|[sound:ch01_211_precipitate.mp3]
ch01_212|reservoir|ˈrezəvwɑː(r)|n. 水库，蓄水池|This reservoir gives water to the whole city.|[sound:ch01_212_reservoir.mp3]
ch01_213|waterfall|ˈwɔːtəfɔːl|n. 瀑布|They were filled with wonder at the new waterfall.|[sound:ch01_213_waterfall.mp3]
ch01_214|fountain|ˈfaʊntən|n. 喷泉；源泉|Social life is the fountain of wisdom for writers.|[sound:ch01_214_fountain.mp3]
ch01_215|spring|sprɪŋ|n. 春天；泉水|It can be quite windy there, especially in spring.|[sound:ch01_215_spring.mp3]
ch01_216|dew|djuː|n. 露水|Dew dripped from the leaves.|[sound:ch01_216_dew.mp3]
ch01_217|pour|pɔː(r)|v. 倾泻；倒；（雨）倾盆而下|Tears poured from her eyes.|[sound:ch01_217_pour.mp3]
ch01_218|drain|dreɪn|v. 排空；（使）流出 n. 耗竭|They drain the swamp and turn it into fertile land.|[sound:ch01_218_drain.mp3]
ch01_219|drip|drɪp|v. 滴出（液体）；滴下|Be careful! Your paintbrush is dripping.|[sound:ch01_219_drip.mp3]
ch01_220|drown|draʊn|v.（使）淹死；浸泡|She attempted to drown herself in the river.|[sound:ch01_220_drown.mp3]
ch01_221|blow|bləʊ|v. 吹；（风）吹；吹动 n. 用力的一击；打击，挫折|Now, Peter, make a wish and blow out the candles.|[sound:ch01_221_blow.mp3]
ch01_222|puff|pʌf|v. 喷出；喘息 n.（吹出的）一股，一缕|Don’t puff cigarette smoke in my face.|[sound:ch01_222_puff.mp3]
ch01_223|gush|ɡʌʃ|v.n. 涌出|In a moment more, the crowd began to gush forth from the doors of the church.|[sound:ch01_223_gush.mp3]
ch01_224|dense|dens|adj. 密集的；稠密的|There will be dense fog in northern parts of the country tomorrow.|[sound:ch01_224_dense.mp3]
ch01_225|intensity|ɪnˈtensəti|n. 强度；强烈|I was surprised by the intensity of his anxiety.|[sound:ch01_225_intensity.mp3]
ch01_226|intensive|ɪnˈtensɪv|adj. 加强的，集中的，密集的|Intensive care in hospitals is given to the seriously ill.|[sound:ch01_226_intensive.mp3]
ch01_227|emerge|ɪˈmɜːdʒ|v. 浮现，露出；摆脱出来；暴露|The sun emerged from behind the clouds.|[sound:ch01_227_emerge.mp3]
ch01_228|flash|flæʃ|v.（使）闪光；（使）闪现；（通过计算机、卫星等）快速发送 n. 闪光（灯）；闪现|The good news was flashed across the country.|[sound:ch01_228_flash.mp3]
ch01_229|float|fləʊt|v. 漂浮；飘浮|The smell of roses floated around.|[sound:ch01_229_float.mp3]
ch01_230|environment|ɪnˈvaɪrənmənt|n. 自然环境；环境，周围状况|An increasing number of people are concerned about the pollution of the environment.|[sound:ch01_230_environment.mp3]
ch01_231|surrounding|səˈraʊndɪŋ|adj. 周围的，附近的|The polluted waste is often dumped unceremoniously, making the surrounding land infertile.|[sound:ch01_231_surrounding.mp3]
ch01_232|condition|kənˈdɪʃn|n. 条件；情况，状态|I had almost decided to accept their conditions at that time.|[sound:ch01_232_condition.mp3]
ch01_233|situation|ˌsɪtʃuˈeɪʃ(ə)n|n. 情况，处境，形势|Due to poor management, they finally got into a difficult financial situation.|[sound:ch01_233_situation.mp3]
ch01_234|nature|ˈneɪtʃə(r)|n. 大自然；本性；性质|In fact, nature is much better at recycling than we humans are.|[sound:ch01_234_nature.mp3]
ch01_235|natural|ˈnætʃrəl|adj. 自然的；天然的|It is natural that he should fall in love with such a beautiful girl.|[sound:ch01_235_natural.mp3]
ch01_236|artificial|ˌɑːtɪˈfɪʃl|adj. 人造的|This fruit juice contains absolutely no artificial flavourings or colourings.|[sound:ch01_236_artificial.mp3]
ch01_237|synthetic|sɪnˈθetɪk|adj. 人造的，合成的 n. [~s] 合成物|Nylon is a synthetic material; it is not from nature.|[sound:ch01_237_synthetic.mp3]
ch01_238|petrol|ˈpetrəl|n. [ 英 ] 汽油|My new car really eats up petrol.|[sound:ch01_238_petrol.mp3]
ch01_239|gas|ɡæs|n. 气体；[ 美 ] 汽油|There are reports that some gas stations have run out of gas.|[sound:ch01_239_gas.mp3]
ch01_240|gasoline|ˈɡæsəliːn|n. [ 美 ] 汽油|The price of gasoline is unstable.|[sound:ch01_240_gasoline.mp3]
ch01_241|petroleum|pəˈtrəʊliəm|n. 石油|Petroleum is an important natural resource.|[sound:ch01_241_petroleum.mp3]
